objectid,incident_num,incident_date,district,ballistics_evidence,hour_of_day,day_of_week,year,quarter,month,neighborhood
8230,I162012841,2016-02-18,B2,0,21,4,2016,1,2,Dorchester
8231,I162013577,2016-02-20,B2,1,16,7,2016,1,2,Roxbury
8232,I162013109,2016-02-19,B2,0,22,5,2016,1,2,Roxbury
8233,I162013145,2016-02-19,B2,0,3,6,2016,1,2,Mission Hill
8234,I162014121,2016-02-22,B2,1,16,2,2016,1,2,Roxbury
8235,I162014263,2016-02-23,B2,0,3,3,2016,1,2,Roxbury
8236,I162014515,2016-02-24,E13,0,23,3,2016,1,2,Jamaica Plain
8237,I162016238,2016-03-01,B2,0,22,2,2016,1,2,Roxbury
8238,I162016489,2016-03-02,B2,1,19,3,2016,1,3,Roxbury
8239,I162015949,2016-02-29,D4,1,2,2,2016,1,2,Fenway
8240,I162015720,2016-02-28,C11,1,2,1,2016,1,2,Dorchester
8241,I162015590,2016-02-27,E5,1,16,7,2016,1,2,Roslindale
8242,I162015400,2016-02-27,C6,1,1,7,2016,1,2,South Boston Waterfront
8243,I162015274,2016-02-26,B2,1,16,6,2016,1,2,Roxbury
8244,I162015736,2016-02-28,B2,0,4,1,2016,1,2,Roxbury
8245,I162015391,2016-02-27,C11,0,1,7,2016,1,2,Dorchester
8246,I162015387,2016-02-27,B3,0,0,7,2016,1,2,Dorchester
8247,I162017363,2016-03-05,B2,1,7,7,2016,1,3,Roxbury
8248,I162017475,2016-03-05,B3,0,17,7,2016,1,3,Dorchester
8249,I162017349,2016-03-05,E18,0,2,7,2016,1,3,Hyde Park
8250,I162017610,2016-03-06,C11,1,5,1,2016,1,3,Dorchester
8251,I162018338:,2016-03-09,D4,1,19,3,2016,1,3,South End
8252,I162018321,2016-03-08,B3,0,18,3,2016,1,3,Dorchester
8253,I162019690,2016-03-13,B3,1,16,1,2016,1,3,Dorchester
8254,I162019309,2016-03-12,D4,0,18,7,2016,1,3,South End
8255,I162018583,2016-03-09,B3,1,18,4,2016,1,3,Dorchester
8256,162018672,2016-03-10,C11,1,0,5,2016,1,3,Dorchester
8257,I162018580,2016-03-09,B3,1,17,4,2016,1,3,Dorchester
8258,I162018633,2016-03-10,B3,0,21,4,2016,1,3,Dorchester
8259,I162020656,2016-03-16,C11,0,19,4,2016,1,3,Dorchester
8260,I162020967,2016-03-18,B3,0,21,5,2016,1,3,Mattapan
8261,I162020955,2016-03-17,B2,0,15,5,2016,1,3,Roxbury
8262,I162020899,2016-03-17,B2,0,4,5,2016,1,3,Roxbury
8263,I162021632,2016-03-20,A1,1,2,1,2016,1,3,Chinatown
8264,I162021633,2016-03-20,B2,1,2,1,2016,1,3,Mission Hill
8265,I162021519,2016-03-19,B3,1,17,7,2016,1,3,Dorchester
8266,I162025054,2016-04-01,A1,1,2,6,2016,2,4,Downtown
8267,I162024999,2016-04-01,B2,0,20,5,2016,1,3,Roxbury
8268,I162024936,2016-03-31,B2,0,17,5,2016,1,3,Roxbury
8269,I162024953,2016-03-31,B2,1,18,5,2016,1,3,Roxbury
8270,I162021657,2016-03-20,B3,0,3,1,2016,1,3,Dorchester
8271,I162021611,2016-03-20,D4,0,0,1,2016,1,3,South End
8272,I162021541,2016-03-19,B2,0,19,7,2016,1,3,Roxbury
8273,I162021347,2016-03-19,C11,0,4,7,2016,1,3,Dorchester
8274,I162021317,2016-03-19,B3,0,1,7,2016,1,3,Dorchester
8275,I162021209,2016-03-18,B2,0,17,6,2016,1,3,Roxbury
8276,I162022364,2016-03-23,C6,1,23,3,2016,1,3,South Boston
8277,I162022602,2016-03-23,B2,1,15,4,2016,1,3,Roxbury
8278,I162023063,2016-03-25,B3,1,2,6,2016,1,3,Mattapan
8279,I162023823,2016-03-28,B2,0,3,2,2016,1,3,Dorchester
8280,I162023807,2016-03-28,A7,0,23,1,2016,1,3,East Boston
8281,I162023786,2016-03-28,A7,0,21,1,2016,1,3,East Boston
8282,I162024110,2016-03-29,C11,0,5,3,2016,1,3,Dorchester
8283,I162023901,2016-03-28,B3,0,11,2,2016,1,3,Dorchester
8284,I162024154,2016-03-29,C11,1,9,3,2016,1,3,Dorchester
8285,I162024405,2016-03-30,C11,0,0,4,2016,1,3,Mattapan
8286,I162024106,2016-03-29,C11,0,4,3,2016,1,3,Dorchester
8287,I162024493,2016-03-30,B2,1,11,4,2016,1,3,Roxbury
8288,I162025655,2016-04-03,C6,1,22,7,2016,2,4,Dorchester
8289,I162025482,2016-04-02,B2,1,9,7,2016,2,4,Dorchester
8290,I162025432,2016-04-02,B2,0,3,7,2016,2,4,Mission Hill
8291,I162026755,2016-04-07,B3,1,1,5,2016,2,4,Dorchester
8292,I162027069,2016-04-08,E13,0,1,6,2016,2,4,Roxbury
8293,I162027390,2016-04-09,B2,0,1,7,2016,2,4,Dorchester
8294,I162027343,2016-04-09,B3,0,21,6,2016,2,4,Mattapan
8295,i162027642,2016-04-10,B2,0,23,7,2016,2,4,Roxbury
8296,i162027410,2016-04-09,B3,0,3,7,2016,2,4,Mattapan
8297,I162027798,2016-04-10,D14,1,18,1,2016,2,4,Brighton
8298,I162027833,2016-04-11,B2,1,20,1,2016,2,4,Roxbury
8299,I162027693,2016-04-10,B2,0,7,1,2016,2,4,Roxbury
8300,I162027755,2016-04-10,B3,1,13,1,2016,2,4,Mattapan
8301,I162027882,2016-04-11,B3,0,2,2,2016,2,4,Dorchester
8302,I162027886,2016-04-11,B3,0,0,2,2016,2,4,Dorchester
8303,I162028134,2016-04-11,D4,1,18,2,2016,2,4,Roxbury
8304,I162028093,2016-04-11,B2,1,17,2,2016,2,4,Roxbury
8305,I162028166,2016-04-12,B3,1,21,2,2016,2,4,Dorchester
8306,i162028534,2016-04-13,B3,0,3,4,2016,2,4,Dorchester
8307,I162028398,2016-04-12,B3,0,5,3,2016,2,4,Dorchester
8308,I162028559,2016-04-12,C11,1,2,3,2016,2,4,Mattapan
8309,I162028737,2016-04-13,C11,1,18,4,2016,2,4,Dorchester
8310,I162028787,2016-04-14,C11,1,20,4,2016,2,4,Dorchester
8311,I162028860,2016-04-14,B3,0,0,5,2016,2,4,Mattapan
8312,I162028849,2016-04-14,C11,0,1,5,2016,2,4,Dorchester
8313,I162029685,2016-04-17,D14,1,2,1,2016,2,4,Allston
8314,I162030204,2016-04-19,B2,0,2,3,2016,2,4,Roxbury
8315,I162030189,2016-04-19,A15,0,0,3,2016,2,4,Charlestown
8316,I162029927,2016-04-18,B2,0,0,2,2016,2,4,Roxbury
8317,i162029887,2016-04-18,B2,0,21,1,2016,2,4,Mission Hill
8318,I162029807,2016-04-17,B3,0,15,1,2016,2,4,Dorchester
8319,I162029559,2016-04-16,B2,0,4,7,2016,2,4,Roxbury
8320,I162029286,2016-04-15,B3,0,16,6,2016,2,4,Dorchester
8321,I162030481,2016-04-20,B2,1,22,3,2016,2,4,Roxbury
8322,I162030325,2016-04-19,E13,0,13,3,2016,2,4,Jamaica Plain
8323,I162030774,2016-04-21,B3,0,21,4,2016,2,4,Dorchester
8324,I162030771,2016-04-21,E18,0,21,4,2016,2,4,Hyde Park
8325,I162030753,2016-04-21,D4,0,20,4,2016,2,4,Roxbury
8326,I162030694,2016-04-20,B2,1,17,4,2016,2,4,Roxbury
8327,I162031961,2016-04-25,B3,0,0,2,2016,2,4,Dorchester
8328,I162031863,2016-04-24,B2,0,19,1,2016,2,4,Dorchester
8329,I162031774,2016-04-24,B2,1,12,1,2016,2,4,Roxbury
8330,I162031706,2016-04-24,C11,0,7,1,2016,2,4,Dorchester
8331,I162031696,2016-04-24,C11,0,4,1,2016,2,4,Dorchester
8332,I162031688,2016-04-24,E13,0,3,1,2016,2,4,Jamaica Plain
8333,I162031417,2016-04-23,B2,0,4,7,2016,2,4,Dorchester
8334,I162031381,2016-04-23,C11,0,1,7,2016,2,4,Dorchester
8335,I162031593,2016-04-24,B2,0,20,7,2016,2,4,Roxbury
8336,I162031639,2016-04-24,B3,0,23,7,2016,2,4,Dorchester
8337,I162031627,2016-04-24,B2,0,22,7,2016,2,4,Mission Hill
8338,I162032559,2016-04-27,B2,0,23,3,2016,2,4,Roxbury
8339,I162032562,2016-04-27,E18,0,3,4,2016,2,4,Roslindale
8340,I162032737,2016-04-27,C11,1,16,4,2016,2,4,Dorchester
8341,I162032862,2016-04-28,E13,0,1,5,2016,2,4,Jamaica Plain
8342,I162033185,2016-04-29,B2,0,10,6,2016,2,4,Roxbury
8343,I162033805,2016-05-01,B2,1,15,1,2016,2,5,Roxbury
8344,I16203663,2016-05-01,B2,0,0,1,2016,2,5,Jamaica Plain
8345,I162033648,2016-05-01,C11,0,23,7,2016,2,4,Dorchester
8346,I162033375,2016-04-30,C11,0,22,6,2016,2,4,Dorchester
8347,I162034161,2016-05-02,B2,0,17,2,2016,2,5,Roxbury
8348,I162034057,2016-05-02,B3,0,12,2,2016,2,5,Dorchester
8349, I162034233,2016-05-03,A1,0,21,2,2016,2,5,Chinatown
8350,I162034519,2016-05-04,C6,1,1,4,2016,2,5,South Boston
8351,I162034476,2016-05-04,B3,0,20,3,2016,2,5,Mattapan
8352,I162034781,2016-05-05,B3,1,2,5,2016,2,5,Mattapan
8353,I162034688,2016-05-04,B2,0,16,4,2016,2,5,Roxbury
8354,I162035057,2016-05-06,B2,0,23,5,2016,2,5,Dorchester
8355,I162035421,2016-05-07,B3,1,23,6,2016,2,5,Dorchester
8356,I152000093-00,2015-01-01,C11,0,4,5,2015,1,1,Dorchester
8357,I152000042-00,2015-01-01,A15,0,0,5,2015,1,1,Charlestown
8358,I152000514-00,2015-01-02,B3,1,15,6,2015,1,1,Dorchester
8359,I152000965-00,2015-01-04,B2,1,15,1,2015,1,1,Dorchester
8360,I152000872-00,2015-01-04,B2,0,0,1,2015,1,1,Roxbury
8361,I152000856-00,2015-01-04,B2,0,23,7,2015,1,1,Dorchester
8362,I152000600-00,2015-01-03,E13,0,22,6,2015,1,1,Jamaica Plain
8363,I152001379-00,2015-01-06,C6,0,22,2,2015,1,1,South Boston
8364,I152001625-00,2015-01-07,B3,1,19,3,2015,1,1,Dorchester
8365,I152001947-00,2015-01-08,B3,1,12,5,2015,1,1,Dorchester
8366,I152002240-00,2015-01-09,A1,0,2,6,2015,1,1,Chinatown
8367,I152002410-00,2015-01-09,C11,1,17,6,2015,1,1,Dorchester
8368,I152002965-00,2015-01-12,A1,1,3,2,2015,1,1,Chinatown
8369,I152002504-00,2015-01-10,B2,1,1,7,2015,1,1,Roxbury
8370,I152002524-00,2015-01-10,B2,0,3,7,2015,1,1,Roxbury
8371,I152002759-00,2015-01-11,B3,0,2,1,2015,1,1,Mattapan
8372,I152002262-00,2015-01-09,C11,0,7,6,2015,1,1,Dorchester
8373,I152003242-00,2015-01-13,B2,0,3,3,2015,1,1,Dorchester
8374,I152003222-00,2015-01-13,A7,0,23,2,2015,1,1,East Boston
8375,I152003200-00,2015-01-13,E18,0,20,2,2015,1,1,Hyde Park
8376,I152003436-00,2015-01-13,B2,0,18,3,2015,1,1,Dorchester
8377,I152003353-00,2015-01-13,B2,1,17,3,2015,1,1,Roxbury
8378,I152005091-00,2015-01-19,C11,1,16,2,2015,1,1,Dorchester
8379,I152004617-00,2015-01-18,B2,1,22,7,2015,1,1,Dorchester
8380,I152004608-00,2015-01-18,B3,1,21,7,2015,1,1,Dorchester
8381,I152004893-00,2015-01-19,B3,1,0,2,2015,1,1,Dorchester
8382,I152004415-00,2015-01-17,D4,1,3,7,2015,1,1,Roxbury
8383,I152004403-00,2015-01-17,D4,1,1,7,2015,1,1,Fenway
8384,I152004576-00,2015-01-17,B2,0,17,7,2015,1,1,Mission Hill
8385,I152004633-00,2015-01-18,B2,0,0,1,2015,1,1,Mission Hill
8386,I152004412-00,2015-01-17,B3,0,3,7,2015,1,1,Dorchester
8387,I152004775-00,2015-01-18,E18,0,21,7,2015,1,1,Hyde Park
8388,I152004861-00,2015-01-19,E5,0,20,1,2015,1,1,Roslindale
8389,I152005453-00,2015-01-21,B3,1,20,3,2015,1,1,Dorchester
8390,I152005542-00,2015-01-21,C11,0,10,4,2015,1,1,Dorchester
8391,I152006007-00,2015-01-22,B2,1,16,5,2015,1,1,Roxbury
8392,I152006393-00,2015-01-24,A7,1,19,6,2015,1,1,East Boston
8393,I152006510-00,2015-01-24,B2,1,6,7,2015,1,1,Roxbury
8394,I152006511-00,2015-01-24,E13,0,6,7,2015,1,1,Roxbury
8395,I152006878-00,2015-01-25,B3,0,18,1,2015,1,1,Dorchester
8396,I152006513-00,2015-01-24,B2,1,6,7,2015,1,1,Roxbury
8397,I152006487-00,2015-01-24,B2,0,0,7,2015,1,1,Roxbury
8398,I152007235-00,2015-01-27,C6,0,23,2,2015,1,1,South Boston
8399,I152007340-00,2015-01-28,E18,0,19,3,2015,1,1,Hyde Park
8400,I152007377-00,2015-01-28,B3,0,1,4,2015,1,1,Dorchester
8401,I152007905-00,2015-01-30,A15,1,1,6,2015,1,1,Charlestown
8402,I152007920-00,2015-01-30,B3,0,2,6,2015,1,1,Dorchester
8403,I152008106-00,2015-01-31,B3,0,19,6,2015,1,1,Mattapan
8404,I152008192-00,2015-01-31,B2,0,3,7,2015,1,1,Roxbury
8405,I152008607-00,2015-02-02,B3,0,21,1,2015,1,2,Dorchester
8406,I152008622-00,2015-02-02,C11,0,23,1,2015,1,2,Dorchester
8407,I152008642-00,2015-02-02,A7,0,1,2,2015,1,2,East Boston
8408,I152008828-00,2015-02-03,E13,0,22,2,2015,1,2,Jamaica Plain
8409,I152009217-00,2015-02-04,C11,1,11,4,2015,1,2,Dorchester
8410,I152009301-00,2015-02-04,E18,0,16,4,2015,1,2,Hyde Park
8411,I152009539-00,2015-02-05,D4,0,10,5,2015,1,2,Fenway
8412,I152010359-00,2015-02-08,C11,0,2,1,2015,1,2,Dorchester
8413,I152010479-00,2015-02-08,B2,0,18,1,2015,1,2,Roxbury
8414,I152010865-00,2015-02-10,B2,0,10,3,2015,1,2,Roxbury
8415,I152011318-00,2015-02-12,E18,0,20,4,2015,1,2,Hyde Park
8416,I152011660-00,2015-02-13,B3,0,1,6,2015,1,2,Dorchester
8417,I152012158-00,2015-02-15,Unknown,0,0,1,2015,1,2,Jamaica Plain
8418,I152011923-00,2015-02-14,B2,0,0,7,2015,1,2,Roxbury
8419,I152012374-00,2015-02-16,E18,0,23,1,2015,1,2,Roslindale
8420,I152012683-00,2015-02-17,E13,0,1,3,2015,1,2,Jamaica Plain
8421,I152012774-00,2015-02-17,C11,1,11,3,2015,1,2,Dorchester
8422,I152011376-00,2015-02-12,B3,1,0,5,2015,1,2,Dorchester
8423,I152013239-00,2015-02-18,B2,0,18,4,2015,1,2,Roxbury
8424,I152014205-00,2015-02-22,B3,0,23,7,2015,1,2,Dorchester
8425,I152014155-00,2015-02-22,A7,0,23,7,2015,1,2,East Boston
8426,I152013927-00,2015-02-21,B3,1,4,7,2015,1,2,Dorchester
8427,I152013887-00,2015-02-21,C11,0,22,6,2015,1,2,Dorchester
8428,I152013900-00,2015-02-21,C11,1,0,7,2015,1,2,Dorchester
8429,I152014787-00,2015-02-24,B2,1,0,3,2015,1,2,Dorchester
8430,I152015022-00,2015-02-24,E18,1,18,3,2015,1,2,Hyde Park
8431,I152015177-00,2015-02-25,A7,0,10,4,2015,1,2,East Boston
8432,I152015512-00,2015-02-26,B3,0,11,5,2015,1,2,Dorchester
8433,I152016703-00,2015-03-02,B3,0,2,2,2015,1,3,Dorchester
8434,I152016002-00,2015-02-27,A7,0,16,6,2015,1,2,East Boston
8435,I152016111-00,2015-02-28,B3,1,23,6,2015,1,2,Dorchester
8436,I152016140-00,2015-02-28,B3,0,2,7,2015,1,2,Dorchester
8437,I152016332-00,2015-02-28,C11,0,18,7,2015,1,2,Dorchester
8438,I152016400-00,2015-03-01,B3,0,0,1,2015,1,3,Dorchester
8439,I152016470-00,2015-03-01,B3,0,10,1,2015,1,3,Dorchester
8440,I152016698-00,2015-03-02,A1,0,3,2,2015,1,3,Chinatown
8441,I152016641-00,2015-03-02,C11,1,20,1,2015,1,3,Dorchester
8442,I152017324-00,2015-03-04,B2,1,3,4,2015,1,3,Roxbury
8443,I152017049-00,2015-03-02,E13,1,17,2,2015,1,3,Roxbury
8444,I152017688-00,2015-03-05,C11,0,4,5,2015,1,3,Dorchester
8445,I152017682-00,2015-03-05,C11,1,2,5,2015,1,3,Dorchester
8446,I152017683-00,2015-03-05,B2,0,1,5,2015,1,3,Roxbury
8447,I152017770-00,2015-03-05,C11,0,11,5,2015,1,3,Dorchester
8448,I152018641-00,2015-03-08,C11,0,2,1,2015,1,3,Dorchester
8449,I152018867-00,2015-03-09,B2,0,1,2,2015,1,3,Roxbury
8450,I152018642-00,2015-03-08,B2,0,1,1,2015,1,3,Dorchester
8451,I152018377-00,2015-03-07,B2,0,2,7,2015,1,3,Roxbury
8452,I152018370-00,2015-03-07,B3,0,1,7,2015,1,3,Mattapan
8453,I152018367-00,2015-03-07,C11,0,1,7,2015,1,3,Dorchester
8454,I152018326-00,2015-03-07,B2,0,21,6,2015,1,3,Roxbury
8455,I152018137-00,2015-03-06,B2,0,11,6,2015,1,3,Roxbury
8456,I152019177-00,2015-03-10,C11,0,0,3,2015,1,3,Dorchester
8457,I152019186-00,2015-03-10,B2,1,1,3,2015,1,3,Roxbury
8458,I152019524-00,2015-03-11,B2,0,1,4,2015,1,3,Roxbury
8459,I152019319-00,2015-03-10,B3,0,15,3,2015,1,3,Dorchester
8460,I152019396-00,2015-03-10,C11,0,17,3,2015,1,3,Dorchester
8461,I152019850-00,2015-03-12,B3,0,1,5,2015,1,3,Dorchester
8462,I152020112-00,2015-03-13,B2,1,20,5,2015,1,3,Dorchester
8463,I152020451-00,2015-03-14,E13,1,21,6,2015,1,3,Jamaica Plain
8464,I152020805-00,2015-03-15,B2,1,4,1,2015,1,3,Roxbury
8465,I152020533-00,2015-03-14,B3,0,5,7,2015,1,3,Dorchester
8466,I152020610-00,2015-03-14,B3,0,12,7,2015,1,3,Mattapan
8467,I152020516-00,2015-03-14,C11,0,2,7,2015,1,3,Dorchester
8468,I152020525-00,2015-03-14,B2,0,3,7,2015,1,3,Dorchester
8469,I152020704-00,2015-03-15,A7,0,20,7,2015,1,3,East Boston
8470,I152020755-00,2015-03-15,B3,0,0,1,2015,1,3,Dorchester
8471,I152021046-00,2015-03-16,B3,0,1,2,2015,1,3,Mattapan
8472,I152020486-00,2015-03-14,B2,1,23,6,2015,1,3,Mattapan
8473,I152021181-00,2015-03-16,E13,0,20,1,2015,1,3,Roxbury
8474,I152021960-00,2015-03-19,C11,1,21,4,2015,1,3,Dorchester
8475,I152022673-00,2015-03-21,C11,0,4,7,2015,1,3,Dorchester
8476,I152022929-00,2015-03-22,B3,1,4,1,2015,1,3,Dorchester
8477,I152023141-00,2015-03-23,B2,1,2,2,2015,1,3,Roxbury
8478,I152023134-00,2015-03-23,D4,0,0,2,2015,1,3,South End
8479,I152022912-00,2015-03-22,B2,0,0,1,2015,1,3,Roxbury
8480,I152022909-00,2015-03-22,B2,0,3,1,2015,1,3,Dorchester
8481,I152022889-00,2015-03-22,C11,1,1,1,2015,1,3,Dorchester
8482,I152022870-00,2015-03-22,B2,0,23,7,2015,1,3,Roxbury
8483,I152022777-00,2015-03-21,B2,1,15,7,2015,1,3,Mission Hill
8484,I152023392-00,2015-03-23,E13,1,20,1,2015,1,3,Jamaica Plain
8485,I152024123-00,2015-03-05,C6,1,15,5,2015,1,3,South Boston
8486,I152024108-00,2015-03-25,B2,1,14,4,2015,1,3,Roxbury
8487,I152024269-00,2015-03-26,C11,1,21,4,2015,1,3,Dorchester
8488,I152024228-00,2015-03-24,C11,0,19,3,2015,1,3,Dorchester
8489,I152024140-00,2015-03-25,B3,0,15,4,2015,1,3,Dorchester
8490,I152024288-00,2015-03-26,C11,1,23,4,2015,1,3,Dorchester
8491,I152024311-00,2015-03-26,B2,0,2,5,2015,1,3,Dorchester
8492,I152025367-00,2015-03-30,C11,1,23,1,2015,1,3,Dorchester
8493,I152025553-00,2015-03-29,C11,0,14,1,2015,1,3,Dorchester
8494,I152025054-00,2015-03-27,B2,0,19,6,2015,1,3,Roxbury
8495,I152025431-00,2015-03-29,B2,0,6,1,2015,1,3,Roxbury
8496,I152025390-00,2015-03-29,E13,0,1,1,2015,1,3,Jamaica Plain
8497,I152024955-00,2015-03-27,B2,1,16,6,2015,1,3,Roxbury
8498,I152025968-00,2015-03-31,B3,1,0,3,2015,1,3,Dorchester
8499,I152026257-00,2015-04-01,B2,1,23,3,2015,1,3,Dorchester
8500,I152026264-00,2015-04-01,B2,1,1,4,2015,2,4,Roxbury
8501,I152026165-00,2015-03-31,B2,1,18,3,2015,1,3,Roxbury
8502,I152026551-00,2015-04-02,D4,0,21,4,2015,2,4,Fenway
8503,I152026857-00,2015-04-03,B2,0,20,5,2015,2,4,Roxbury
8504,I152026962-00,2015-04-03,C11,0,2,6,2015,2,4,Dorchester
8505,I152026596-00,2015-04-02,B2,1,5,5,2015,2,4,Dorchester
8506,I152026833-00,2015-04-02,B2,1,18,5,2015,2,4,Roxbury
8507,I152027298-00,2015-04-04,D14,0,1,7,2015,2,4,Allston
8508,I152027255-00,2015-04-04,C11,0,21,6,2015,2,4,Dorchester
8509,I152027288-00,2015-04-04,C11,0,0,7,2015,2,4,Dorchester
8510,I152027494-00,2015-04-04,E13,0,19,7,2015,2,4,Roxbury
8511,I152027546-00,2015-04-05,C11,0,22,7,2015,2,4,Dorchester
8512,I152027569-00,2015-04-05,A15,0,0,1,2015,2,4,Charlestown
8513,I152027698-00,2015-04-05,B2,0,18,1,2015,2,4,Roxbury
8514,I152028451-00,2015-04-08,D4,1,11,4,2015,2,4,South End
8515,I152028773-00,2015-04-10,C11,0,16,6,2015,2,4,Dorchester
8516,I152028907-00,2015-04-10,B2,1,1,6,2015,2,4,Roxbury
8517,I152029197-00,2015-04-10,C11,0,19,6,2015,2,4,Dorchester
8518,I152029278-00,2015-04-11,C11,0,23,6,2015,2,4,Dorchester
8519,I152029272-00,2015-04-11,C11,0,0,7,2015,2,4,Dorchester
8520,I152029414-00,2015-04-11,B2,0,13,7,2015,2,4,Roxbury
8521,I152029525-00,2015-04-12,B2,0,20,7,2015,2,4,Roxbury
8522,I152029785-00,2015-04-13,C11,1,20,1,2015,2,4,Dorchester
8523,I152029572-00,2015-04-12,B2,1,1,1,2015,2,4,Roxbury
8524,I152029714-00,2015-04-12,B2,0,15,1,2015,2,4,Roxbury
8525,I152029616-00,2015-04-11,C11,0,4,7,2015,2,4,Dorchester
8526,I152029594-00,2015-04-12,B3,0,2,1,2015,2,4,Dorchester
8527,I152029514-00,2015-04-12,C11,1,20,7,2015,2,4,Dorchester
8528,I152029846-00,2015-04-13,D4,1,2,2,2015,2,4,South End
8529,I152030011-00,2015-04-13,B2,1,15,2,2015,2,4,Roxbury
8530,I152030116-00,2015-04-14,D4,0,20,2,2015,2,4,Roxbury
8531,I152030083-00,2015-04-13,B2,1,18,2,2015,2,4,Roxbury
8532,I152030045-00,2015-04-13,B2,1,17,2,2015,2,4,Roxbury
8533,I152029732-00,2015-04-12,B2,1,17,1,2015,2,4,Roxbury
8534,I152030349-00,2015-04-14,B2,1,16,3,2015,2,4,Dorchester
8535,I152030338-00,2015-04-14,C11,1,18,3,2015,2,4,Dorchester
8536,I152030411-00,2015-04-14,B2,0,19,3,2015,2,4,Dorchester
8537,I152030791-00,2015-04-16,E13,0,20,4,2015,2,4,Jamaica Plain
8538,I152032055-00,2015-04-20,B2,0,20,1,2015,2,4,Roxbury
8539,I152031511-00,2015-04-18,B2,0,23,6,2015,2,4,Mission Hill
8540,I152032077-00,2015-04-20,C11,0,2,2,2015,2,4,Dorchester
8541,I152031833-00,2015-04-20,C11,0,23,1,2015,2,4,Dorchester
8542,I152031550-00,2015-04-18,B3,0,2,7,2015,2,4,Dorchester
8543,I152032603-00,2015-04-22,B3,0,22,3,2015,2,4,Mattapan
8544,I152032829-00,2015-04-22,B3,1,17,4,2015,2,4,Dorchester
8545,I152033220-00,2015-04-24,B3,0,23,5,2015,2,4,Dorchester
8546,I152033247-00,2015-04-24,B2,0,2,6,2015,2,4,Roxbury
8547,I152033863-00,2015-04-26,D4,1,1,1,2015,2,4,Fenway
8548,I152033569-00,2015-04-25,B2,0,0,7,2015,2,4,Roxbury
8549,I152033842-00,2015-04-26,E5,0,23,7,2015,2,4,West Roxbury
8550,I152033859-00,2015-04-26,B3,1,0,1,2015,2,4,Dorchester
8551,I152033868-00,2015-04-26,B2,0,12,1,2015,2,4,Roxbury
8552,I152033883-00,2015-04-26,B3,0,3,1,2015,2,4,Dorchester
8553,I152033884-00,2015-04-26,B2,0,3,1,2015,2,4,Mission Hill
8554,I152034437-00,2015-04-28,C11,0,22,2,2015,2,4,Dorchester
8555,I152034446-00,2015-04-28,C11,0,0,3,2015,2,4,Dorchester
8556,I152034461-00,2015-04-28,B2,0,3,3,2015,2,4,Roxbury
8557,I152034759-00,2015-04-29,B3,0,1,4,2015,2,4,Dorchester
8558,I152034687-00,2015-04-28,B3,1,19,3,2015,2,4,Mattapan
8559,I152034857-00,2015-04-29,B3,1,12,4,2015,2,4,Dorchester
8560,I152035318-00,2015-05-01,B2,1,21,5,2015,2,4,Dorchester
8561,I152035361-00,2015-05-01,B3,0,1,6,2015,2,5,Dorchester
8562,I152035355-00,2015-05-01,B3,1,1,6,2015,2,5,Mattapan
8563,I152036556-00,2015-05-05,B3,0,2,3,2015,2,5,Dorchester
8564,I152036072-00,2015-05-03,B2,1,15,1,2015,2,5,Roxbury
8565,I152035969-00,2015-05-03,E13,1,4,1,2015,2,5,Jamaica Plain
8566,I152036183-00,2015-05-04,C11,0,23,1,2015,2,5,Dorchester
8567,I152036117-00,2015-05-03,B3,0,17,1,2015,2,5,Dorchester
8568,I152035965-00,2015-05-03,C11,0,15,1,2015,2,5,Dorchester
8569,I152035923-00,2015-05-03,B2,0,1,1,2015,2,5,Roxbury
8570,I152035659-00,2015-05-02,B3,0,23,6,2015,2,5,Dorchester
8571,I152036822-00,2015-05-06,B2,0,21,3,2015,2,5,Dorchester
8572,I152036883-00,2015-05-06,B2,1,6,4,2015,2,5,Mission Hill
8573,I152036832-00,2015-05-06,B2,0,21,3,2015,2,5,Roxbury
8574,I152037108-00,2015-05-06,B3,1,18,4,2015,2,5,Dorchester
8575,I152037173-00,2015-05-07,B3,0,22,4,2015,2,5,Mattapan
8576,I152037487-00,2015-05-07,B2,1,19,5,2015,2,5,Roxbury
8577,I152038405-00,2015-05-11,B2,1,2,2,2015,2,5,Mission Hill
8578,I152038384-00,2015-05-10,B2,0,11,1,2015,2,5,Roxbury
8579,I152037892-00,2015-05-09,C11,0,2,7,2015,2,5,Dorchester
8580,I152037898-00,2015-05-09,B2,0,3,7,2015,2,5,Roxbury
8581,I152038294-00,2015-05-10,B2,0,17,1,2015,2,5,Mission Hill
8582,I152038368-00,2015-05-11,C11,0,22,1,2015,2,5,Dorchester
8583,I152037893-00,2015-05-09,B2,1,3,7,2015,2,5,Roxbury
8584,I152038267-00,2015-05-10,B2,1,23,7,2015,2,5,Roxbury
8585,I152038377-00,2015-05-11,B2,0,22,1,2015,2,5,Dorchester
8586,I152038082-00,2015-05-10,B2,1,20,7,2015,2,5,Dorchester
8587,I152038705-00,2015-05-12,C11,1,0,3,2015,2,5,Dorchester
8588,I152039318-00,2015-05-14,B2,1,21,4,2015,2,5,Roxbury
8589,I152039087-00,2015-05-13,B2,1,10,4,2015,2,5,Roxbury
8590,I152039616-00,2015-05-15,C11,1,20,5,2015,2,5,Dorchester
8591,I152039651-00,2015-05-15,D4,1,23,5,2015,2,5,South End
8592,I152040024-00,2015-05-15,B3,1,4,6,2015,2,5,Dorchester
