objectid,arrest_num,inc_num,charge_seq_num,charge_code,charge_desc,nibrs_code,nibrs_desc,arr_date,gender_desc,race_desc,ethnicity_desc,age,juvenile,hour_of_day,day_of_week,year,quarter,month,neighborhood,district
101211,20200015711,192095268,2,21411,OTHER,Unknown,OTHER,2020-03-02,MALE,ASIAN,NOT HISPANIC OR LATINX,48,NO,19,1,2020,1,3,Dorchester,C11
101213,20200039804,202030637,2,12219,FIREARM DISCHARGED WITHIN 500 FT. OF DWELLING,520,WEAPON LAW VIOLATIONS,2020-05-02,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,20,6,2020,2,5,Unknown,D4
101214,20200015813,202043351,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2020-06-21,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,35,NO,2,1,2020,2,6,Jamaica Plain,E13
101216,20200039804,202030637,3,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2020-05-02,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,22,NO,20,6,2020,2,5,Unknown,D4
101217,20200015902,202012264,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-02-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,18,YES,7,6,2020,1,2,Roxbury,B2
101218,20200007305,202028342,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-04-21,MALE,WHITE,HISPANIC OR LATINX,32,NO,1,3,2020,2,4,Unknown,Unknown
101219,20200039810,202033444,1,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2020-05-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,14,5,2020,2,5,Chinatown,A1
101220,20200015906,202066684,1,22212,DESTRUCTION OR INJURY OF PERSONAL PROPERTY,290,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2020-09-13,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,20,NO,21,7,2020,3,9,Dorchester,B3
101221,20200007307,202020992,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2020-03-17,MALE,WHITE,NOT HISPANIC OR LATINX,25,NO,1,3,2020,1,3,East Boston,A7
101222,20200016006,202067052,1,21129,TRESPASSING,90J,TRESSPASSING,2020-09-14,MALE,WHITE,NOT HISPANIC OR LATINX,58,NO,8,2,2020,3,9,South Boston,C6
101223,20200007307,202020992,2,12222,UNLAWFUL POSSESSION OF AMMUNITION,NR,OTHER PART II,2020-03-17,MALE,WHITE,NOT HISPANIC OR LATINX,25,NO,1,3,2020,1,3,East Boston,A7
101224,20200039810,202033444,2,12212,DANGEROUS WEAPONS UNLAWFULLY CARRIED,520,WEAPON LAW VIOLATIONS,2020-05-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,14,5,2020,2,5,Chinatown,A1
101225,20200016018,202053538,1,11911,OTHER,Unknown,OTHER,2020-07-28,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,50,NO,19,3,2020,3,7,Roslindale,E18
101226,20200007307,202020992,3,31113,OUI - CONTROLLED SUBST.,90D,DRIVING UNDER THE INFLUENCE,2020-03-17,MALE,WHITE,NOT HISPANIC OR LATINX,25,NO,1,3,2020,1,3,East Boston,A7
101227,20200039810,202033444,3,21314,SHOPLIFTING UNDER $50,23C,SHOPLIFITING,2020-05-14,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,57,NO,14,5,2020,2,5,Chinatown,A1
101228,20200016018,202053538,2,11917,ASSAULT BY MEANS OF A DANGEROUS WEAPON (KNIFE),13A,AGGRAVATED ASSAULT,2020-07-28,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,50,NO,19,3,2020,3,7,Roslindale,E18
101229,20200007307,202020992,4,41312,"POSSESSION OF CLASS A, DRUGS",35A,DRUG/NARCOTIC VIOLATIONS,2020-03-17,MALE,WHITE,NOT HISPANIC OR LATINX,25,NO,1,3,2020,1,3,East Boston,A7
101230,20200040402,202036989,1,12114,ASSAULT AND BATTERY ON A POLICE OFFICER (NO INJURIES),13A,AGGRAVATED ASSAULT,2020-05-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,3,6,2020,2,5,Roxbury,B2
101231,20200016107,202043155,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-06-20,MALE,WHITE,HISPANIC OR LATINX,25,NO,12,7,2020,2,6,East Boston,A7
101232,20200007407,202021055,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-03-17,FEMALE,WHITE,HISPANIC OR LATINX,19,NO,11,3,2020,1,3,East Boston,A7
101233,20200040402,202036989,2,12421,"DISORDERLY CONDUCT, OTHER",Unknown,OTHER,2020-05-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,41,NO,3,6,2020,2,5,Roxbury,B2
101234,20200016202,202012932,1,12314,ASSAULT & BATTERY (209A),13A,AGGRAVATED ASSAULT,2020-02-16,FEMALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,55,NO,16,1,2020,1,2,Roxbury,B2
101236,20200040602,192054903,1,12214,UNLAWFUL POSSESSION OF FIREARM,520,WEAPON LAW VIOLATIONS,2020-05-29,MALE,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINX,19,NO,11,6,2020,2,5,Roxbury,B2
